Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
2010-09-12 06:24:27,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 06:28:19,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 06:28:47,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 06:30:08,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 07:05:15,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:07:34,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:09:10,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:15:18,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:17:19,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:20:17,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:23:09,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:25:50,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:28:10,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:29:45,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 07:33:01,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 09:59:20,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:02:17,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:07:48,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:16:09,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:18:32,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:20:15,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:22:38,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:24:21,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:26:42,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:28:21,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:30:36,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:32:02,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:33:52,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:36:27,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:38:33,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:39:43,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:40:59,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:42:28,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:44:23,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:47:09,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:51:33,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:57:40,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 10:58:43,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 11:00:31,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 11:03:09,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 11:21:22,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:23:07,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:25:33,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:27:23,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:30:00,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:32:09,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:33:25,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:34:53,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:36:46,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:45:37,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 11:48:30,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 14:46:27,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 14:48:29,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 14:51:27,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 14:54:22,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 14:54:56,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 14:57:06,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 14:57:24,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 14:59:17,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 14:59:33,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:01:22,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:03:58,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:05:57,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:06:07,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:07:20,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:08:09,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:08:44,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:09:27,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:10:27,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:11:02,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:12:49,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:13:07,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:14:30,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-12 15:15:24,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:16:40,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:20:01,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:22:43,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:25:05,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:26:45,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:30:29,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:32:23,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:35:06,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:37:29,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:41:32,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:45:25,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:46:50,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:48:35,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:49:50,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:51:01,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:52:29,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:52:50,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:54:45,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:55:25,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:56:12,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:57:32,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:58:04,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:58:42,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 15:59:58,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:00:43,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:01:27,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:02:58,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:03:20,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:04:26,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:06:17,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:10:10,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:11:12,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:12:33,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:12:39,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:14:31,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:16:33,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:17:12,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:19:30,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:20:12,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:21:03,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:21:19,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:22:30,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:23:06,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:23:48,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:25:20,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:26:07,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:27:21,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:29:07,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:32:05,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:33:14,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:34:57,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:37:37,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:39:55,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:41:29,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:42:38,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:43:31,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:49:54,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:51:55,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:54:54,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 16:57:48,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:00:32,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:02:56,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:04:42,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:09:00,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:13:52,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:19:26,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:23:46,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:25:48,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:28:47,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:31:41,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:34:26,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:36:54,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:41:25,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:49:53,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:52:24,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:54:21,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-12 17:59:50,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
